rank,rating,trainer_name,blog_url,pokemon1_name,pokemon1_item,pokemon1_nature,pokemon1_ability,pokemon1_Ttype,pokemon1_moves,pokemon1_effort,pokemon2_name,pokemon2_item,pokemon2_nature,pokemon2_ability,pokemon2_Ttype,pokemon2_moves,pokemon2_effort,pokemon3_name,pokemon3_item,pokemon3_nature,pokemon3_ability,pokemon3_Ttype,pokemon3_moves,pokemon3_effort,pokemon4_name,pokemon4_item,pokemon4_nature,pokemon4_ability,pokemon4_Ttype,pokemon4_moves,pokemon4_effort,pokemon5_name,pokemon5_item,pokemon5_nature,pokemon5_ability,pokemon5_Ttype,pokemon5_moves,pokemon5_effort,pokemon6_name,pokemon6_item,pokemon6_nature,pokemon6_ability,pokemon6_Ttype,pokemon6_moves,pokemon6_effort
781,1799.666,みにしゅな,https://note.com/chic_wasp3043/n/n01fac13d49a4,ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,かくとう,"きょじゅうざん, くさわけ, インファイト, つるぎのまい","28, 252, 4, 0, 12, 212",ミライドン,とつげきチョッキ,ひかえめ,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, パラボラチャージ, とんぼがえり","212, 0, 4, 196, 36, 60",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, ふいうち, こおりのつぶて, テラバースト","156, 252, 4, 0, 4, 92",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, アクアジェット, インファイト, とんぼがえり","0, 252, 4, 0, 0, 252",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,フェアリー,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 0, 252, 0, 4, 0",ディンルー,オボンのみ,わんぱく,わざわいのうつわ,ほのお,"じしん, ふきとばし, ステルスロック, まきびし","244, 0, 52, 0, 164, 44"
784,1799.607,あいす,https://kasanax.hatenablog.com/entry/2025/12/01/112100,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, ドレインキッス, リーフストーム","124, 0, 12, 204, 12, 156",ホウオウ,あつぞこブーツ,わんぱく,プレッシャー,ノーマル,"せいなるほのお, おいかぜ, ふきとばし, じこさいせい","252, 0, 236, 4, 4, 12",ランドロス(けしん),とつげきチョッキ,いじっぱり,すなのちから,みず,"じしん, じわれ, とんぼがえり, がんせきふうじ","244, 4, 4, 0, 252, 4",ウーラオス(れんげき),こだわりスカーフ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, ローキック, とんぼがえり","0, 252, 4, 0, 0, 252",ドオー,オボンのみ,しんちょう,てんねん,あく,"じしん, まもる, じこさいせい, どくどく","252, 0, 100, 0, 156, 0",サザンドラ,きあいのタスキ,おくびょう,ふゆう,フェアリー,"あくのはどう, テラバースト, わるだくみ, ちょうはつ","0, 0, 0, 252, 4, 252"
789,1799.071,カオル,https://note.com/unmy_kor/n/n0a01efede7df?sub_rt=share_sb,アルセウス,だいちのプレート,ひかえめ,マルチタイプ,みず,"さばきのつぶて, れいとうビーム, アシッドボム, じこさいせい","156, 0, 4, 252, 4, 92",ムゲンダイナ,こだわりメガネ,ひかえめ,プレッシャー,フェアリー,"ダイマックスほう, りゅうせいぐん, ヘドロばくだん, かえんほうしゃ","76, 0, 12, 252, 12, 156",アラブルタケ,いかさまダイス,いじっぱり,こだいかっせい,ほのお,"タネマシンガン, ふいうち, キノコのほうし, こうごうせい","244, 100, 12, 0, 108, 44",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ステラ,"すいりゅうれんだ, アクアジェット, インファイト, きしかいせい","0, 252, 4, 0, 0, 252",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,ノーマル,"じゃれつく, かげうち, のろい, こらえる","100, 156, 252, 0, 0, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,でんき,"アクアブレイク, じしん, まもる, みがわり","252, 0, 236, 0, 0, 20"
803,1798.393,ホウキボシ,https://note.com/sakyu_note/n/naee8d3de0438,アルセウス,パワフルハーブ,ひかえめ,マルチタイプ,じめん,"さばきのつぶて, メテオビーム, だいちのちから, あくのはどう","156, 0, 4, 252, 4, 92",バドレックス(はくば),いかさまダイス,ゆうかん,じんばいったい,ほのお,"つららばり, タネマシンガン, 10まんばりき, トリックルーム","252, 252, 4, 0, 0, 0",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,ゴースト,"インファイト, フェイタルクロー, シャドークロー, どくびし","0, 252, 0, 0, 0, 252",グライオン,どくどくだま,わんぱく,ポイズンヒール,はがね,"はたきおとす, まもる, みがわり, ちょうはつ","228, 0, 252, 0, 28, 0",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,ノーマル,"じゃれつく, かげうち, のろい, こらえる","36, 212, 124, 0, 4, 132",テツノコウベ,ブーストエナジー,おくびょう,クォークチャージ,じめん,"あくのはどう, エアスラッシュ, だいちのちから, ちょうはつ","0, 0, 0, 188, 132, 188"
809,1797.747,もっちさん,https://note.com/mco_poke/n/n9090432ef81d?sub_rt=share_pb,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, まもる, わるだくみ","0, 0, 4, 252, 0, 252",アルセウス,しずくプレート,ずぶとい,マルチタイプ,フェアリー,"さばきのつぶて, アシッドボム, テラバースト, ステルスロック","252, 0, 76, 0, 180, 0",ミミッキュ,レッドカード,ゆうかん,ばけのかわ,みず,"じゃれつく, かげうち, トリックルーム, のろい","228, 196, 84, 0, 0, 0",テツノワダチ,とつげきチョッキ,いじっぱり,クォークチャージ,ゴースト,"じしん, アイアンヘッド, はたきおとす, アイススピナー","252, 4, 0, 0, 252, 0",ガチグマ,かえんだま,ゆうかん,こんじょう,ノーマル,"からげんき, じしん, まもる, ほえる","140, 252, 0, 0, 116, 0",ブリジュラス,たべのこし,わんぱく,じきゅうりょく,どく,"ボディプレス, ヘビーボンバー, でんじは, ほえる","220, 0, 236, 0, 0, 52"
817,1797.284,chaso,https://note.com/chaso_hage/n/n859a68f53fba,コライドン,きあいのタスキ,いじっぱり,ひひいろのこどう,はがね,"スケイルショット, インファイト, アイアンヘッド, つるぎのまい","124, 252, 4, 0, 116, 12",カイオーガ,とつげきチョッキ,ひかえめ,あめふらし,フェアリー,"こんげんのはどう, れいとうビーム, かみなり, テラバースト","252, 0, 0, 228, 28, 0",ハバタクカミ,ラムのみ,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, ちょうはつ, めいそう, いたみわけ","0, 0, 0, 0, 0, 0",ブリジュラス,ゴツゴツメット,ずぶとい,じきゅうりょく,フェアリー,"りゅうせいぐん, ボディプレス, バークアウト, でんじは","252, 0, 236, 0, 20, 0",イダイナキバ,ブーストエナジー,ようき,こだいかっせい,あく,"じならし, はたきおとす, こうそくスピン, ステルスロック","196, 0, 0, 0, 60, 252",ミミズズ,オボンのみ,のんき,どしょく,ゴースト,"しっぽきり, てっぺき, ボディプレス, じならし","244, 0, 252, 0, 12, 0"
820,1797.161,アカソ,https://note.com/arkansas_655534/n/ne8e6f8273b17,ミライドン,こだわりメガネ,おくびょう,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, マジカルシャイン, ボルトチェンジ","140, 0, 4, 236, 4, 126",ネクロズマ(たそがれ),ゴツゴツメット,ようき,プリズムアーマー,ほのお,"メテオドライブ, じしん, つきのひかり, りゅうのまい","244, 28, 4, 0, 4, 228",パオジアン,つららのプレート,いじっぱり,わざわいのつるぎ,ほのお,"つららおとし, こおりのつぶて, ふいうち, つるぎのまい","28, 252, 164, 0, 12, 52",グライオン,どくどくだま,わんぱく,ポイズンヒール,みず,"とんぼがえり, まきびし, どくどく, まもる","244, 0, 12, 0, 252, 0",チオンジェン,たべのこし,おだやか,わざわいのおふだ,みず,"まもる, みがわり, イカサマ, やどりぎのタネ","244, 0, 252, 0, 12, 0",オーロンゲ,あつぞこブーツ,しんちょう,いたずらごころ,ゴースト,"ソウルクラッシュ, ふいうち, でんじは, すてゼリフ","244, 4, 60, 0, 132, 4"
830,1796.534,daa,https://daapoke.hatenablog.com/entry/2025/12/01/115348,テラパゴス(テラスタル),ゴツゴツメット,おくびょう,テラスシェル,ステラ,"どくどく, ほえる, ステルスロック, こうそくスピン","252, 4, 0, 0, 0, 252",ミライドン,エレキシード,ひかえめ,ハドロンエンジン,みず,"イナズマドライブ, りゅうのはどう, テラバースト, こうそくいどう","124, 0, 36, 252, 4, 92",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,ゴースト,"つららおとし, ふいうち, せいなるつるぎ, つるぎのまい","0, 252, 4, 0, 0, 252",ランドロス(れいじゅう),とつげきチョッキ,ゆうかん,いかく,くさ,"じしん, くさむすび, じならし, とんぼがえり","244, 12, 0, 0, 252, 0",ガチグマ,かえんだま,いじっぱり,こんじょう,フェアリー,"まもる, じしん, からげんき, ほえる","140, 252, 4, 0, 92, 20",ミミッキュ,メンタルハーブ,いじっぱり,ばけのかわ,ドラゴン,"じゃれつく, かげうち, のろい, こらえる","148, 196, 164, 0, 0, 0"
850,1795.42,りゅういち,https://note.com/naluhodoryuichi/n/n34a04467aef8,バドレックス(はくば),いかさまダイス,ゆうかん,じんばいったい,ほのお,"つららばり, 10まんばりき, タネマシンガン, トリックルーム","252, 100, 0, 0, 156, 0",カイオーガ,とつげきチョッキ,ひかえめ,あめふらし,でんき,"しおふき, なみのり, れいとうビーム, かみなり","0, 0, 188, 252, 0, 68",テツノブジン,ブーストエナジー,むじゃき,クォークチャージ,ゴースト,"インファイト, ムーンフォース, はたきおとす, しんくうは","0, 252, 0, 4, 0, 252",ブリジュラス,ジャポのみ,うっかりや,がんじょう,でんき,"ラスターカノン, 10まんボルト, ほえる, メタルバースト","252, 0, 4, 252, 0, 0",ガチグマ,かえんだま,いじっぱり,こんじょう,みず,"からげんき, じしん, かみくだく, まもる","0, 252, 0, 0, 220, 36",イーユイ,こだわりスカーフ,ひかえめ,わざわいのたま,フェアリー,"かえんほうしゃ, あくのはどう, テラバースト, オーバーヒート","4, 0, 0, 252, 0, 252"
870,1794.467,みすず,https://note.com/__bazoo__/n/nd09e013ae78f,ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, マジカルシャイン, ボルトチェンジ","220, 0, 4, 252, 4, 28",ホウオウ,たべのこし,わんぱく,さいせいりょく,フェアリー,"せいなるほのお, まもる, ふきとばし, じこさいせい","236, 0, 236, 0, 0, 36",キラフロル,ふうせん,おくびょう,どくげしょう,ノーマル,"パワージェム, キラースピン, ステルスロック, まきびし","244, 0, 4, 4, 4, 252",ブリジュラス,おんみつマント,ずぶとい,じきゅうりょく,フェアリー,"りゅうせいぐん, ボディプレス, イカサマ, でんじは","220, 0, 236, 0, 0, 52",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ステラ,"インファイト, すいりゅうれんだ, アクアジェット, つるぎのまい","0, 252, 4, 0, 0, 252",ドオー,オボンのみ,わんぱく,てんねん,ノーマル,"じしん, どくどく, じこさいせい, カウンター","252, 0, 252, 0, 4, 0"
874,1794.262,SV,https://note.com/alphasama/n/na60c06ee4568,ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,フェアリー,"シャドーレイ, ワイドフォース, ムーンフォース, メテオビーム","100, 0, 100, 252, 0, 60",イエッサン(メス),きあいのタスキ,ずぶとい,サイコメイカー,フェアリー,"サイコキネシス, シャドーボール, トリックルーム, いやしのねがい","252, 0, 252, 0, 4, 0",ミミッキュ,こだわりスカーフ,いじっぱり,ばけのかわ,ノーマル,"じゃれつく, トリック, のろい, みちづれ","228, 236, 44, 0, 0, 0",オーロンゲ,ひかりのねんど,しんちょう,いたずらごころ,ほのお,"ソウルクラッシュ, リフレクター, ひかりのかべ, ちょうはつ","252, 0, 188, 0, 68, 0",バドレックス(こくば),ラムのみ,ひかえめ,じんばいったい,フェアリー,"アストラルビット, ドレインキッス, わるだくみ, こうそくいどう","172, 0, 244, 68, 4, 20",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,でんき,"つららおとし,ふいうち,つるぎのまい,テラバースト","188, 252, 0, 0, 0, 68"
917,1791.715,バイオレット,https://miwa52476.hateblo.jp/entry/2025/12/01/195857,ルギア,たべのこし,ずぶとい,マルチスケイル,どく,"サイコノイズ, エアロブラスト, めいそう, じこさいせい","236, 0, 236, 0, 0, 36",コライドン,いかさまダイス,ようき,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, みがわり, つるぎのまい","0, 252, 0, 0, 4, 252",キラフロル,きあいのタスキ,おくびょう,どくげしょう,ノーマル,"キラースピン, マッドショット, どくびし, まきびし","132, 0, 124, 0, 0, 252",ヘイラッシャ,ゴツゴツメット,わんぱく,てんねん,ほのお,"ウェーブタックル, ゆきなだれ, じわれ, ねむる","252, 0, 236, 0, 0, 20",アローラベトベトン,くろいヘドロ,しんちょう,どくしゅ,どく,"どくづき, はたきおとす, かげうち, まもる","252, 4, 0, 0, 252, 0",メタモン,こだわりスカーフ,おくびょう,かわりもの,ノーマル,へんしん,"252, 0, 0, 0, 4, 252"
