rank,rating,trainer_name,blog_url,pokemon1_name,pokemon1_item,pokemon1_nature,pokemon1_ability,pokemon1_Ttype,pokemon1_moves,pokemon1_effort,pokemon2_name,pokemon2_item,pokemon2_nature,pokemon2_ability,pokemon2_Ttype,pokemon2_moves,pokemon2_effort,pokemon3_name,pokemon3_item,pokemon3_nature,pokemon3_ability,pokemon3_Ttype,pokemon3_moves,pokemon3_effort,pokemon4_name,pokemon4_item,pokemon4_nature,pokemon4_ability,pokemon4_Ttype,pokemon4_moves,pokemon4_effort,pokemon5_name,pokemon5_item,pokemon5_nature,pokemon5_ability,pokemon5_Ttype,pokemon5_moves,pokemon5_effort,pokemon6_name,pokemon6_item,pokemon6_nature,pokemon6_ability,pokemon6_Ttype,pokemon6_moves,pokemon6_effort
275,1909.684,霧切響子,https://hatsupoke.hatenablog.com/entry/2025/11/02/081003,ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,ノーマル,"シャドーレイ, サイコショック, メテオビーム, トリックルーム","244, 0, 0, 244, 0, 20",ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,みず,"きょじゅうざん, じゃれつく, テラバースト, くさわけ","188, 252, 4, 0, 4, 60",キノガッサ,きあいのタスキ,いじっぱり,テクニシャン,ゴースト,"マッハパンチ, タネマシンガン, キノコのほうし, つるぎのまい","4, 252, 0, 0, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,ほのお,"じしん, しっぺがえし, カタストロフィ, テラバースト","4, 252, 0, 0, 252, 0",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","108, 236, 116, 0, 4, 44",ランドロス(れいじゅう),オボンのみ,いじっぱり,いかく,みず,"じしん, とんぼがえり, がんせきふうじ, ちょうはつ","252, 252, 0, 0, 0, 4"
277,1909.58,シンシア,https://cynthia-12200.hatenablog.com/entry/2025/11/02/230025,ムゲンダイナ,パワフルハーブ,ひかえめ,プレッシャー,ほのお,"ダイマックスほう, メテオビーム, かえんほうしゃ, こうそくいどう","92, 0, 4, 252, 28, 132",アルセウス,せいれいプレート,ひかえめ,マルチタイプ,じめん,"さばきのつぶて, だいちのちから, しんそく, アシッドボム","252, 0, 28, 204, 20, 0",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つららおとし, せいなるつるぎ, こおりのつぶて, つるぎのまい","0, 252, 0, 0, 0, 252",ディンルー,とつげきチョッキ,しんちょう,わざわいのうつわ,くさ,"じしん, カタストロフィ, テラバースト, ヘビーボンバー","4, 236, 4, 0, 188, 76",ブリジュラス,オボンのみ,ずぶとい,じきゅうりょく,みず,"りゅうせいぐん, ボディプレス, イカサマ, てっぺき","252, 0, 252, 4, 0, 0",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,ノーマル,"すいりゅうれんだ, インファイト, からげんき, アクアジェット","156, 188, 140, 0, 4, 20"
283,1907.685,たくみ,https://note.com/takumi_198/n/n68142fad403b,キラフロル,パワフルハーブ,ひかえめ,どくげしょう,フェアリー,"メテオビーム,マジカルシャイン,だいちのちから,","0, 0, 0, 0, 0, 0",バドレックス(はくば),こだわりハチマキ,いじっぱり,じんばいったい,こおり,"ブリザードランス, つららばり, タネばくだん, 10まんばりき","252, 156, 0, 0, 100, 0",アルセウス,いかずちプレート,ひかえめ,マルチタイプ,ひこう,"さばきのつぶて, れいとうビーム, トリックルーム, いやしのねがい","252, 0, 52, 116, 84, 4",ミミッキュ,ゴツゴツメット,わんぱく,ばけのかわ,ノーマル,"じゃれつく, かげうち, のろい, トリックルーム","196, 204, 108, 0, 0, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,ノーマル,"ウェーブタックル, じわれ, あくび, まもる","252, 0, 252, 0, 4, 0",キノガッサ,きあいのタスキ,いじっぱり,テクニシャン,ステラ,"タネマシンガン, マッハパンチ, つるぎのまい, キノコのほうし","4, 252, 0, 0, 0, 252"
370,1881.442,りえぞ,https://suzupokemon1992.hatenablog.com/entry/2025/11/01/210123,アルセウス,しんぴのしずく,おくびょう,マルチタイプ,ノーマル,"さばきのつぶて, ちょうはつ, でんじは, ステルスロック","252, 0, 60, 4, 68, 124",バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, まもる, わるだくみ","0, 0, 4, 252, 0, 252",テツノワダチ,とつげきチョッキ,いじっぱり,クォークチャージ,ゴースト,"はたきおとす, じしん, アイアンヘッド, じならし","252, 4, 0, 0, 252, 0",パオジアン,とけないこおり,いじっぱり,わざわいのつるぎ,ほのお,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","76, 252, 100, 0, 4, 76",ハバタクカミ,ブーストエナジー,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, ちょうはつ, あまえる, いたみわけ","180, 0, 196, 0, 0, 132",キノガッサ,どくどくだま,いじっぱり,ポイズンヒール,ノーマル,"からげんき, キノコのほうし, やどりぎのタネ, みがわり","204, 0, 60, 0, 0, 244"
387,1876.985,かずりょ,https://ryo0611.hatenablog.com/entry/2025/11/01/115455,ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,ノーマル,"シャドーレイ, れいとうビーム, メテオビーム, トリックルーム","244, 244, 0, 0, 0, 20",コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,フェアリー,"フレアドライブ, げきりん, インファイト, とんぼがえり","220, 196, 4, 0, 28, 60",イーユイ,こだわりメガネ,ひかえめ,わざわいのたま,ほのお,"オーバーヒート, かえんほうしゃ, あくのはどう, サイコキネシス","228, 0, 4, 164, 92, 20",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ステラ,"つららおとし, こおりのつぶて, ふいうち, ちょうはつ","0, 252, 4, 0, 0, 252",ブリジュラス,たべのこし,わんぱく,じきゅうりょく,ノーマル,"ボディプレス, イカサマ, みがわり, てっぺき","252, 4, 252, 0, 0, 0",ランドロス(れいじゅう),とつげきチョッキ,しんちょう,いかく,みず,"じしん, とんぼがえり, がんせきふうじ, じわれ","244, 12, 0, 0, 252, 0"
414,1869.926,ヤだね,https://note.com/nusushi0524/n/nde7d93e89f79,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,じめん,"アストラルビット, テラバースト, くさむすび, アンコール","0, 0, 252, 0, 4, 252",ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,みず,"イナズマドライブ, りゅうせいぐん, テラバースト, ボルトチェンジ","124, 0, 20, 252, 4, 108",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,ステラ,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","156, 252, 0, 0, 4, 92",オーガポン(いしずえ),いしずえのめん,いじっぱり,がんじょう,いわ,"ツタこんぼう, パワーウィップ, アンコール, カウンター","4, 252, 0, 0, 0, 252",ブリジュラス,イバンのみ,れいせい,じきゅうりょく,はがね,"ラスターカノン, りゅうせいぐん, てっていこうせん, メタルバースト","252, 0, 0, 252, 0, 0",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,ノーマル,"じしん, とんぼがえり, かみくだく, ちょうはつ","252, 0, 252, 0, 4, 0"
435,1866.206,ふ,https://note.com/funomono9951/n/n514fd2625b6f,コライドン,こだわりスカーフ,いじっぱり,ひひいろのこどう,ほのお,"げきりん, インファイト, フレアドライブ, とんぼがえり","124, 252, 4, 0, 12, 116",ルナアーラ,ゴツゴツメット,ずぶとい,ファントムガード,みず,"シャドーレイ, ムーンフォース, めいそう, つきのひかり","228, 0, 228, 4, 4, 44",キラフロル,パワフルハーブ,ひかえめ,どくげしょう,じめん,"メテオビーム, パワージェム, だいちのちから, アシッドボム","100, 0, 4, 252, 4, 148",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,ゴースト,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","4, 252, 0, 0, 0, 252",オーロンゲ,あつぞこブーツ,しんちょう,いたずらごころ,ノーマル,"ふいうち, ソウルクラッシュ, すてゼリフ, ちょうはつ","180, 4, 60, 0, 252, 12",イーユイ,こだわりメガネ,ひかえめ,わざわいのたま,ほのお,"オーバーヒート, あくのはどう, かえんほうしゃ, ふんえん","228, 0, 0, 164, 116, 0"
441,1865.629,ユウト,https://hohohogeta.hatenablog.com/entry/2025/11/05/150902,アシレーヌ,とつげきチョッキ,れいせい,げきりゅう,ノーマル,"ムーンフォース, サイコノイズ, シャドーボール, アクアジェット","220, 0, 0, 188, 100, 0",ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,かくとう,"きょじゅうざん, インファイト, ワイルドボルト, つるぎのまい","92, 252, 0, 0, 0, 164",ギラティナ(アナザー),だいはっきんだま,ひかえめ,プレッシャー,はがね,"たたりめ, りゅうせいぐん, かげうち, おにび","108, 0, 64, 252, 4, 76",キョジオーン,たべのこし,わんぱく,きよめのしお,フェアリー,"しおづけ, ステルスロック, まもる, じこさいせい","252, 0, 188, 0, 68, 0",ドオー,くろいヘドロ,しんちょう,ちょすい,あく,"じしん, どくどく, どくびし, じこさいせい","252, 0, 180, 0, 76, 0",ラウドボーン,オボンのみ,ずぶとい,てんねん,くさ,"フレアソング, あくび, まもる, なまける","252, 0, 252, 0, 0, 4"
531,1848.666,にちい,https://conan-sexy.hatenablog.com/entry/2025/11/03/004246,アルセウス,だいちのプレート,いじっぱり,マルチタイプ,みず,"しんそく, じしん, たきのぼり, りゅうのまい","140, 252, 4, 0, 4, 108",ミライドン,エレキシード,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, パラボラチャージ, マジカルシャイン, こうそくいどう","140, 0, 12, 252, 4, 100",ハバタクカミ,ブーストエナジー,ずぶとい,こだいかっせい,ノーマル,"ムーンフォース, たたりめ, でんじは, ちょうはつ","228, 0, 252, 4, 4, 20",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,いわ,"つららおとし, ふいうち, テラバースト, ぜったいれいど","0, 252, 4, 0, 0, 252",ウーラオス(れんげき),パンチグローブ,いじっぱり,ふかしのこぶし,じめん,"すいりゅうれんだ, きあいパンチ, つるぎのまい, みがわり","156, 156, 148, 0, 4, 44",カイリュー,いかさまダイス,やんちゃ,マルチスケイル,はがね,"スケイルショット, アイアンヘッド, アクアジェット, れいとうビーム","4, 204, 20, 180, 0, 100"
594,1838.346,ラメロボーロ,https://note.com/okome_poke10/n/n229c5a5230fb,アルセウス,せいれいプレート,ひかえめ,マルチタイプ,ノーマル,"さばきのつぶて, れいとうビーム, めいそう, じこさいせい","60, 0, 0, 252, 0, 196",コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,はがね,"アイアンヘッド, アクセルブレイク, みがわり, つるぎのまい","0, 252, 4, 0, 0, 252",オーロンゲ,ひかりのねんど,しんちょう,いたずらごころ,ほのお,"ソウルクラッシュ, ちょうはつ, リフレクター, ひかりのかべ","236, 0, 20, 0, 252, 0",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,ほのお,"じしん, ちょうはつ, ステルスロック, とんぼがえり","252, 0, 252, 0, 0, 4",キラフロル,レッドカード,ずぶとい,どくげしょう,くさ,"パワージェム, パワージェム, マッドショット, こらえる","210, 0, 252, 0, 0, 48",パオジアン,きあいのタスキ,ずぶとい,わざわいのつるぎ,あく,"つららおとし, せいなるつるぎ, こおりのつぶて, ふいうち","0, 252, 4, 0, 0, 252"
606,1836.089,じごくもん,https://note.com/fzigokumon/n/n3d186544c683,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,くさ,"アストラルビット, くさむすび, わるだくみ, アンコール","0, 0, 4, 252, 0, 252",アルセウス,だいちのプレート,いじっぱり,マルチタイプ,ノーマル,"しんそく, じしん, りゅうのまい, じこさいせい","4, 252, 0, 0, 0, 252",パオジアン,こわもてプレート,いじっぱり,わざわいのつるぎ,ほのお,"かみくだく, こおりのつぶて, ふいうち, つるぎのまい","60, 252, 196, 0, 0, 0",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","108, 252, 148, 0, 0, 0",カイリュー,メンタルハーブ,ずぶとい,マルチスケイル,はがね,"ほのおのうず, でんじは, アンコール, はねやすめ","244, 0, 36, 4, 12, 212",ハバタクカミ,ブーストエナジー,ずぶとい,こだいかっせい,みず,"ムーンフォース, ちょうはつ, あまえる, いたみわけ","196, 0, 252, 4, 4, 52"
651,1830.586,ワシノロスw,https://note.com/long_moose2122/n/nff7bd9af1b54,コライドン,いかさまダイス,ようき,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, つるぎのまい, まもる","0, 244, 12, 0, 0, 252",ホウオウ,あつぞこブーツ,しんちょう,さいせいりょく,フェアリー,"せいなるほのお, じこさいせい, ふきとばし, まもる","252, 4, 196, 0, 44, 12",ドオー,くろいヘドロ,しんちょう,ちょすい,あく,"じしん, どくどく, まもる, じこさいせい","252, 0, 4, 0, 252, 0",パオジアン,こだわりハチマキ,いじっぱり,わざわいのつるぎ,ステラ,"つららおとし, かみくだく, テラバースト, こおりのつぶて","0, 252, 0, 0, 4, 252",サンダー,ゴツゴツメット,ずぶとい,せいでんき,フェアリー,"ほうでん, ボルトチェンジ, とんぼがえり, はねやすめ","252, 0, 252, 0, 4, 0",ヤバソチャ,たべのこし,ずぶとい,たいねつ,あく,"シャカシャカほう, イカサマ, ちからをすいとる, めいそう","252, 0, 252, 0, 4, 0"
653,1830.427,パンチョ,https://note.com/pancho_dgz/n/n400cc705311e,ドドゲザン,こわもてプレート,いじっぱり,そうだいしょう,あく,"ドゲザン, ふいうち, アイアンヘッド, つるぎのまい","76, 252, 0, 0, 0, 180",ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, ボルトチェンジ, マジカルシャイン","220, 0, 4, 252, 4, 28",バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ノーマル,"つららばり, 10まんばりき, タネマシンガン, トリックルーム","252, 252, 4, 0, 0, 0",カイリュー,ゴツゴツメット,ずぶとい,マルチスケイル,フェアリー,"ほのおのうず, でんじは, はねやすめ, アンコール","244, 0, 92, 4, 68, 100",ランドロス(れいじゅう),きあいのタスキ,ようき,いかく,ノーマル,"じしん, がんせきふうじ, ちょうはつ, ステルスロック","4, 252, 0, 0, 0, 252",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, とんぼがえり, アクアジェット","60, 236, 188, 0, 4, 20"
686,1827.993,かに,https://kanigame.hatenablog.com/entry/2025/11/01/111203,ホウオウ,こだわりハチマキ,いじっぱり,さいせいりょく,フェアリー,"せいなるほのお, ブレイブバード, じしん, テラバースト","132, 236, 4, 0, 4, 132",ムゲンダイナ,おんみつマント,ずぶとい,プレッシャー,フェアリー,"じこさいせい, ダイマックスほう, ヘドロばくだん, どくびし","188, 0, 252, 4, 60, 4",ドオー,オボンのみ,なまいき,ちょすい,ゴースト,"じこさいせい, だいちのちから, どくどく, どくびし","252, 0, 4, 18, 236, 0",アローラベトベトン,くろいヘドロ,しんちょう,どくしゅ,どく,"まもる, はたきおとす, どくづき, かげうち","252, 4, 0, 0, 252, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,ほのお,"まもる, ねむる, ウェーブタックル, じわれ","252, 0, 252, 0, 0, 4",クレベース,あつぞこブーツ,わんぱく,がんじょう,フェアリー,"じこさいせい, つららばり, こうそくスピン, ボディプレス","252, 4, 252, 0, 0, 0"
700,1827.26,チホ,https://chiho-poke.hatenablog.com/entry/2025/11/01/165630,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,みず,"アストラルビット, サイコキネシス, くさむすび, テラバースト","124, 0, 92, 140, 12, 140",アルセウス,せいれいプレート,おくびょう,マルチタイプ,はがね,"さばきのつぶて, まもる, ほろびのうた, じこさいせい","252, 0, 20, 60, 68, 108",グライオン,どくどくだま,わんぱく,ポイズンヒール,みず,"まもる, ちょうはつ, どくどく, とんぼがえり","228, 0, 0, 0, 252, 28",ウーラオス(れんげき),こだわりスカーフ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, とんぼがえり, アクアジェット","0, 252, 4, 0, 0, 252",オーロンゲ,たべのこし,しんちょう,いたずらごころ,じめん,"ソウルクラッシュ, ふいうち, でんじは, すてゼリフ","180, 28, 68, 0, 220, 12",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,ほのお,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","0, 252, 156, 0, 0, 100"
707,1826.663,SCR,https://aqscr.hatenablog.com/entry/2025/11/03/202417,バドレックス(はくば),こだわりハチマキ,いじっぱり,じんばいったい,こおり,"ブリザードランス, つららばり, しねんのずつき, 10まんばりき","252, 244, 4, 0, 4, 4",アルセウス,いかずちプレート,ひかえめ,マルチタイプ,ノーマル,"さばきのつぶて, れいとうビーム, トリックルーム, いやしのねがい","252, 0, 20, 236, 0, 0",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,ノーマル,"トリック, かげうち, のろい, みちづれ","116, 0, 180, 0, 0, 212",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,ゴースト,"きしかいせい, はやてがえし, シャドークロー, フェイント","0, 252, 0, 4, 0, 252",ハリーマン,ラムのみ,ようき,いかく,くさ,"どくばりセンボン, みがわり, こうそくいどう, みちづれ","4, 252, 0, 0, 0, 252",ヒードラン,ふうせん,ひかえめ,もらいび,ひこう,"マグマストーム, ラスターカノン, だいちのちから, げんしのちから","252, 0, 0, 252, 0, 4"
709,1826.464,コトノハ,https://note.com/sakyu_note/n/nff96865cf912,アルセウス,パワフルハーブ,ひかえめ,マルチタイプ,じめん,"さばきのつぶて, メテオビーム, だいちのちから, あくのはどう","156, 0, 4, 252, 4, 92",バドレックス(はくば),いかさまダイス,ゆうかん,じんばいったい,ほのお,"つららばり, タネマシンガン, 10まんばりき, トリックルーム","252, 252, 4, 0, 0, 0",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,ゴースト,"インファイト, フェイタルクロー, シャドークロー, どくびし","0, 252, 0, 0, 0, 252",グライオン,どくどくだま,しんちょう,ポイズンヒール,はがね,"じしん, まもる, みがわり, どくどく","228, 0, 28, 0, 252, 0",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,くさ,"じゃれつく, かげうち, のろい, こらえる","36, 212, 124, 0, 4, 132",アシレーヌ,とつげきチョッキ,ひかえめ,げきりゅう,じめん,"ムーンフォース, うたかたのアリア, シャドーボール, アクアジェット","252, 0, 0, 252, 0, 4"
711,1826.294,CosmicStates,https://attem-ptpk.hatenablog.com/entry/2025/11/02/131859,ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,ノーマル,"きょじゅうざん, こおりのキバ, ワイルドボルト, インファイト","44, 252, 0, 0, 0, 212",ミライドン,エレキシード,ひかえめ,ハドロンエンジン,みず,"イナズマドライブ, りゅうのはどう, テラバースト, こうそくいどう","156, 0, 124, 132, 4, 92",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,みず,"じしん, とんぼがえり, ちょうはつ, ステルスロック","244, 4, 252, 0, 4, 4",チオンジェン,たべのこし,ずぶとい,わざわいのおふだ,ほのお,"イカサマ, まもる, やどりぎのタネ, みがわり","252, 0, 252, 0, 4, 0",オオニューラ,きあいのタスキ,ようき,どくしゅ,ステラ,"フェイタルクロー, インファイト, どくびし, ねこだまし","0, 252, 4, 0, 0, 252",オーロンゲ,こうこうのしっぽ,しんちょう,いたずらごころ,ゴースト,"ソウルクラッシュ, ちょうはつ, トリック, まもる","252, 0, 116, 0, 140, 0"
731,1824.867,ふらぐまん,https://onlinepoke.hatenablog.com/entry/2025/11/03/080004?_gl=1*kp22il*_gcl_au*MTcwNDU0OTk1Ni4xNzYyMDk0ODQ4,アルセウス,シルクのスカーフ,いじっぱり,マルチタイプ,ノーマル,"しんそく, じしん, すてみタックル, りゅうのまい","172, 252, 0, 0, 0, 84",ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, マジカルシャイン, ボルトチェンジ","220, 0, 0, 244, 4, 36",ユクシー,オボンのみ,わんぱく,ふゆう,あく,"はたきおとす, とんぼがえり, ステルスロック, アンコール","244, 0, 132, 4, 4, 124",ランドロス(けしん),ゴツゴツメット,わんぱく,すなのちから,みず,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 4, 252, 0, 0, 0",ウーラオス(いちげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,どく,"あんこくきょうだ, インファイト, どくづき, とんぼがえり","0, 252, 4, 0, 0, 252",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,こおり,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","0, 252, 4, 0, 0, 252"
734,1824.67,Meteorstream,https://misorapoke.hatenablog.com/entry/2025/11/03/162137?_gl=1*apzbtg*_gcl_au*OTk2NjU5MDY3LjE3NTk1NjYwNjc.,アルセウス,せいれいプレート,ひかえめ,マルチタイプ,ひこう,"さばきのつぶて, れいとうビーム, トリックルーム, いやしのねがい","252, 0, 20, 236, 0, 0",バドレックス(はくば),こだわりハチマキ,ゆうかん,じんばいったい,ほのお,"ブリザードランス, つららばり, テラバースト, タネばくだん","252, 204, 0, 0, 52, 0",ガチグマ(アカツキ),とつげきチョッキ,ひかえめ,しんがん,ノーマル,"ブラッドムーン, ハイパーボイス, だいちのちから, しんくうは","196, 0, 4, 204, 100, 4",キノガッサ,きあいのタスキ,いじっぱり,テクニシャン,ゴースト,"タネマシンガン, マッハパンチ, キノコのほうし, つるぎのまい","0, 252, 4, 0, 0, 252",ディンルー,メンタルハーブ,しんちょう,わざわいのうつわ,ひこう,"ねむる, ちょうはつ, うらみ, くろいまなざし","212, 0, 0, 0, 252, 44",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,ステラ,"じゃれつく, シャドークロー, トリック, のろい","4, 252, 0, 0, 0, 252"
747,1823.504,かに,https://note.com/kanipokepo/n/n3a243e6d2494,ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,みず,"イナズマドライブ, りゅうせいぐん, テラバースト, ボルトチェンジ","124, 0, 20, 252, 4, 108",アルセウス,メンタルハーブ,いじっぱり,マルチタイプ,ノーマル,"しんそく, じしん, つるぎのまい, じこさいせい","244, 244, 0, 0, 0, 20",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,ノーマル,"じゃれつく, かげうち, こらえる, のろい","164, 140, 196, 0, 4, 4",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,はがね,"じしん, しっぺがえし, カタストロフィ, がんせきふうじ","4, 236, 4, 0, 244, 20",ブリジュラス,パワフルハーブ,ひかえめ,がんじょう,でんき,"ラスターカノン, りゅうせいぐん, 10まんボルト, メテオビーム","0, 0, 4, 252, 0, 252",ウーラオス(れんげき),きあいのタスキ,ようき,ふかしのこぶし,ステラ,"すいりゅうれんだ, インファイト, アクアジェット, つるぎのまい","0, 252, 4, 0, 0, 252"
753,1823.195,みかげ,https://note.com/mikage_f/n/nfaf2589f60e5,アルセウス,あつぞこブーツ,なまいき,マルチタイプ,はがね,"しんそく, ヘビーボンバー, バークアウト, じこさいせい","252, 4, 0, 0, 252, 0",ホウオウ,ゴツゴツメット,わんぱく,さいせいりょく,フェアリー,"せいなるほのお, リフレクター, ひかりのかべ, じこさいせい","252, 0, 236, 0, 0, 20",ドオー,くろいヘドロ,なまいき,ちょすい,ゴースト,"じこさいせい, どくどく, まもる, だいちのちから","156, 0, 140, 0, 212, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,どく,"じわれ, ウェーブタックル, まもる, ねむる","252, 0, 228, 0, 0, 12",クレベース,おんみつマント,のんき,がんじょう,フェアリー,"じこさいせい, てっぺき, こうそくスピン, ジャイロボール","252, 4, 252, 0, 0, 0",グライオン,どくどくだま,わんぱく,ポイズンヒール,フェアリー,"はたきおとす, まもる, なげつける, ちょうはつ","228, 4, 164, 0, 20, 92"
755,1822.99,Bαrön,https://baronsanblog.hatenablog.com/entry/2025/11/01/210846,バドレックス(はくば),たべのこし,わんぱく,じんばいったい,どく,"ブリザードランス, やどりぎのタネ, みがわり, トリックルーム","252, 4, 188, 0, 4, 60",ミライドン,きあいのタスキ,おくびょう,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, ちょうはつ, ミラーコート","0, 0, 0, 252, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,ほのお,"じしん, がんせきふうじ, テラバースト, カタストロフィ","204, 44, 0, 0, 244, 12",カイリュー,おんみつマント,いじっぱり,マルチスケイル,ノーマル,"アンコール, じしん, でんじは, はねやすめ","244, 44, 116, 0, 12, 92",アーマーガア,ゴツゴツメット,わんぱく,ミラーアーマー,かくとう,"はねやすめ, ボディプレス, てっぺき, ちょうはつ","252, 0, 252, 0, 0, 0",メタモン,こだわりスカーフ,おくびょう,かわりもの,ノーマル,へんしん,"0, 0, 0, 0, 0, 0"
763,1822.373,Yona!,https://aiu233.hatenablog.com/entry/2025/11/03/224701,ミライドン,こだわりスカーフ,おくびょう,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, オーバーヒート, ボルトチェンジ","0, 0, 0, 252, 4, 252",ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,ノーマル,"きょじゅうざん, インファイト, くさわけ, つるぎのまい","252, 252, 0, 0, 0, 4",カイリュー,こだわりハチマキ,いじっぱり,マルチスケイル,ノーマル,"しんそく, げきりん, じしん, からげんき","244, 252, 12, 0, 0, 0",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, あまえる, でんじは, いたみわけ","4, 0, 0, 252, 0, 252",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,みず,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 0, 252, 0, 4, 0",ウーラオス(れんげき),パンチグローブ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ,きあいパンチ,アクアジェット,みがわり","60, 252, 188, 0, 4, 4"
789,1820.766,りっぱりーん,https://kr-jinmu.hatenablog.com/entry/2025/11/02/111629,カイオーガ,とつげきチョッキ,ひかえめ,あめふらし,フェアリー,"しおふき, なみのり, かみなり, テラバースト","252, 0, 0, 252, 0, 4",モモワロウ,たべのこし,ずぶとい,どくくぐつ,ノーマル,"じゃどくのくさり, じこさいせい, イカサマ, のろい","252, 0, 236, 0, 20, 0",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,でんき,"つららおとし, ふいうち, テラバースト, せいなるつるぎ","0, 252, 4, 0, 0, 252",ドリュウズ,こだわりスカーフ,ようき,かたやぶり,ステラ,"じしん, アイアンヘッド, テラバースト, いわなだれ","0, 196, 0, 0, 84, 228",ハカドッグ,ゴツゴツメット,わんぱく,もふもふ,みず,"ポルターガイスト, かげうち, ボディプレス, いたみわけ","252, 0, 252, 0, 0, 4",トドロクツキ,おんみつマント,わんぱく,こだいかっせい,ひこう,"くらいつく, ちょうはつ, りゅうのまい, はねやすめ","252, 0, 252, 0, 0, 4"
